SKU,Product Name,Category,Brand,Cost Price
77.103.0002QR,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate with QR Code, Cap.2** ml, Sub-div.0.01 ml,Tol.±0.01ml",Vol. Glassware,4,222.30
77.103.0005QR,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate with QR Code, Cap.5** ml, Sub-div.0.02 ml,Tol.±0.01ml",Vol. Glassware,4,222.32
77.103.0010QR,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate with QR Code, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml",Vol. Glassware,4,413.48
77.103.0025QR,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate with QR Code, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,4,458.81
77.103.0050QR,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate with QR Code, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,4,525.65
77.103.0100QR,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate with QR Code, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml",Vol. Glassware,4,886.92
77.103.0001,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.1** ml, Sub-div.0.01 ml,Tol.±0.006ml",Vol. Glassware,4,190.86
77.103.0002,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.2** ml, Sub-div.0.01 ml,Tol.±0.01ml",Vol. Glassware,4,215.82
77.103.0005,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.5** ml, Sub-div.0.02 ml,Tol.±0.01ml",Vol. Glassware,4,215.84
77.103.0010,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml",Vol. Glassware,4,401.43
77.103.0025,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,4,434.40
77.103.0050,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,4,498.41
77.103.0100,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With Individual Works Certificate, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml",Vol. Glassware,4,848.17
70.103.0010,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml",Vol. Glassware,4,89.48
70.103.0025,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,4,93.77
70.103.0050,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,4,107.51
70.103.0100,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml",Vol. Glassware,4,130.16
77.102.0005,"Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.5** ml, Sub-div.0.02 ml,Tol.±0.01ml",Vol. Glassware,4,343.79
77.102.0010,"Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml",Vol. Glassware,4,529.38
77.102.0025,"Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,4,562.35
77.102.0050,"Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,4,626.36
77.102.0100,"Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml",Vol. Glassware,4,976.12
70.102.0010,"Burette, With Straight Bore PTFE Key Stopcock, Class B, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml",Vol. Glassware,4,199.15
70.102.0025,"Burette, With Straight Bore PTFE Key Stopcock, Class B, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,4,203.44
70.102.0050,"Burette, With Straight Bore PTFE Key Stopcock, Class B, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,4,217.18
70.102.0100,"Burette, With Straight Bore PTFE Key Stopcock, Class B, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml",Vol. Glassware,4,239.83
75.102.0010,"Amber Color Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml",Vol. Glassware,1,950.89
75.102.0025,"Amber Color Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,1,984.50
75.102.0050,"Amber Color Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,1,1048.51
75.102.0100,"Amber Color Burette, With Straight Bore PTFE Key Stopcock, Class A With Individual Works Certificate, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml",Vol. Glassware,1,1468.73
70.105.0010,"Burette, With Straight Bore Glass Key Stopcock, Class B, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml",Vol. Glassware,4,89.20
70.105.0025,"Burette, With Straight Bore Glass Key Stopcock, Class B, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,4,93.42
70.105.0050,"Burette, With Straight Bore Glass Key Stopcock, Class B, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,4,126.28
70.105.0100,"Burette, With Straight Bore Glass Key Stopcock, Class B, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml",Vol. Glassware,4,148.56
71.103.0010,"Amber Color Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml",Vol. Glassware,1,449.84
71.103.0025,"Amber Color Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,1,454.13
71.103.0050,"Amber Color Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class B, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml",Vol. Glassware,1,467.87
77.114.0010R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml, Bottle Cap.500ml",Vol. Glassware,1,2121.26
77.114.0025R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,2500.51
77.114.0050R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,2614.85
77.114.0100R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,3176.43
77.108.0010R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml, Bottle Cap.500ml",Vol. Glassware,1,2084.82
77.108.0025R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,2464.07
77.108.0050R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle
Cap.2000ml",Vol. Glassware,1,2578.42
77.108.0100R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,3140.00
77.110.0010R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml, Bottle Cap.500ml",Vol. Glassware,1,2201.14
77.110.0025R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,2580.39
77.110.0050R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,2694.73
77.110.0100R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,3256.31
75.114.0010R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml, Bottle Cap.500ml",Vol. Glassware,1,3208.77
75.114.0025R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,3940.78
75.114.0050R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,4055.12
75.114.0100R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, Glass Screw Cap, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,4687.15
75.108.0010R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml, Bottle Cap.500ml",Vol. Glassware,1,3172.33
75.108.0025R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,3904.34
75.108.0050R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,4018.68
75.108.0100R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Needle Valve (Rotaflo), Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,4650.72
75.110.0010R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml, Bottle Cap.500ml",Vol. Glassware,1,3288.65
75.110.0025R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,4020.66
75.110.0050R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml, Bottle Cap.2000ml",Vol. Glassware,1,4135.00
75.110.0100R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'A' of IS 1997 : 2008, With Individual Works Certificate, PTFE Key, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,4767.03
70.114.0010R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml, Bottle Cap.500ml",Vol. Glassware,1,1641.27
70.114.0025R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,1957.19
70.114.0050R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle Cap.2000ml",Vol. Glassware,1,2019.44
70.114.0100R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml, Bottle Cap.2000ml",Vol. Glassware,1,2257.33
70.108.0010R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Needle Valve (Rotaflo), Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml, Bottle Cap.500ml",Vol. Glassware,1,1608.74
70.108.0025R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Needle Valve (Rotaflo), Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle
Cap.2000ml",Vol. Glassware,1,1924.65
70.108.0050R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Needle Valve (Rotaflo), Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle
Cap.2000ml",Vol. Glassware,1,1986.90
70.108.0100R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Needle Valve (Rotaflo), Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml, Bottle
Cap.2000ml",Vol. Glassware,1,2224.79
70.110.0010R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Key, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml, Bottle
Cap.500ml",Vol. Glassware,1,1712.59
70.110.0025R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Key, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle
Cap.2000ml",Vol. Glassware,1,2028.51
70.110.0050R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Key, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle
Cap.2000ml",Vol. Glassware,1,2090.76
70.110.0100R,"Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, PTFE Key, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml, Bottle
Cap.2000ml",Vol. Glassware,1,2328.65
71.114.0010R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.05ml, Bottle
Cap.500ml",Vol. Glassware,1,2392.02
71.114.0025R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle
Cap.2000ml",Vol. Glassware,1,2707.94
71.114.0050R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.1ml, Bottle
Cap.2000ml",Vol. Glassware,1,2770.19
71.114.0100R,"Amber Color Burettes, Automatic Zero, Mounted on Reservoir, Rubber Bellow, Accuracy as per Class 'B' of IS 1997 : 2008, Glass Screw Cap, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.2ml, Bottle
Cap.2000ml",Vol. Glassware,1,3070.64
77.108.1111R,Spare Rubber Bellow With Cotton Net for Automatic Burettes,Vol. Glassware,2,120.12
72.101.0010,"Burette, With Glass Screw Cap Stopcock Class A With NABL Certificate, Cap.10 ml, Sub-div.0.05 ml, Tol.±0.03ml",Vol. Glassware,1,545.42
72.101.0025,"Burette, With Glass Screw Cap Stopcock Class A With NABL Certificate, Cap.25 ml, Sub-div.0.1 ml, Tol.±0.05ml",Vol. Glassware,1,583.10
72.101.0050,"Burette, With Glass Screw Cap Stopcock Class A With NABL Certificate, Cap.50 ml, Sub-div.0.1 ml, Tol.±0.05ml",Vol. Glassware,1,662.19
72.101.0100,"Burette, With Glass Screw Cap Stopcock Class A With NABL Certificate, Cap.100 ml, Sub-div.0.2 ml, Tol.±0.1ml",Vol. Glassware,1,1070.79
72.103.0010,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With NABL Certificate, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml",Vol. Glassware,1,495.62
72.103.0025,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With NABL Certificate, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,1,533.29
72.103.0050,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With NABL Certificate, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,1,610.38
72.103.0100,"Burette, With Screw Type PTFE Needle Valve (Rotaflow) Stopcock, Class A With NABL Certificate, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml",Vol. Glassware,1,1018.98
72.102.0010,"Burette, With Straight Bore PTFE Key Stopcock, Class A With NABL Certificate, Cap.10 ml, Sub-div.0.05 ml,Tol.±0.03ml",Vol. Glassware,1,641.84
72.102.0025,"Burette, With Straight Bore PTFE Key Stopcock, Class A With NABL Certificate, Cap.25 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,1,679.52
72.102.0050,"Burette, With Straight Bore PTFE Key Stopcock, Class A With NABL Certificate, Cap.50 ml, Sub-div.0.1 ml,Tol.±0.05ml",Vol. Glassware,1,756.61
72.102.0100,"Burette, With Straight Bore PTFE Key Stopcock, Class A With NABL Certificate, Cap.100 ml, Sub-div.0.2 ml,Tol.±0.1ml",Vol. Glassware,1,1165.20
12.150.0030,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.30ml, NS 14/23, O.D. X Ht.36x78mm",Non Volumetric Glassware,12,81.34
12.150.0060,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.60*ml, NS 14/23, O.D. X Ht.42x90mm",Non Volumetric Glassware,12,93.77
12.150.0100,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.100ml, NS 14/23, O.D. X Ht.55x95mm",Non Volumetric Glassware,12,102.76
12.150.0125,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.125*ml, NS 19/26, O.D. X Ht.55x120mm",Non Volumetric Glassware,12,110.56
12.150.0250,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.250ml, NS 19/26, O.D. X Ht.70x128mm",Non Volumetric Glassware,12,143.62
12.150.0500,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.500ml, NS 24/29, O.D. X Ht.86x162mm",Non Volumetric Glassware,6,233.67
12.150.1000,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.1000ml, NS 29/32, O.D. X Ht.107x198mm",Non Volumetric Glassware,4,325.69
12.150.2000,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.2000ml, NS 29/32, O.D. X Ht.133x246mm",Non Volumetric Glassware,2,502.72
12.150.3000,"Bottle,  Reagent  Interchangeable  Flat  Head  Glass  Stopper, Narrow Mouth, Clear, Cap.3000ml, NS 34/35, O.D. X Ht.150x300mm",Non Volumetric Glassware,1,1234.55
12.151.0030,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.30*ml, NS 14/23, O.D. X Ht.36x78mm",Non Volumetric Glassware,12,138.73
12.151.0060,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.60*ml, NS 14/23, O.D. X Ht.42x90mm",Non Volumetric Glassware,12,170.78
12.151.0100,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.100ml, NS 14/23, O.D. X Ht.55x95mm",Non Volumetric Glassware,12,193.22
12.151.0125,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.125*ml, NS 19/26, O.D. X Ht.55x120mm",Non Volumetric Glassware,12,214.20
12.151.0250,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.250ml, NS 19/26, O.D. X Ht.70x128mm",Non Volumetric Glassware,12,252.72
12.151.0500,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.500ml, NS 24/29, O.D. X Ht.86x162mm",Non Volumetric Glassware,6,394.41
12.151.1000,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.1000ml, NS 29/32, O.D. X Ht.107x198mm",Non Volumetric Glassware,4,629.83
12.151.2000,"Bottle, Reagent Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.2000ml, NS 29/32, O.D. X Ht.133x246mm",Non Volumetric Glassware,2,933.62
12.180.0100,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Flat Head Glass Stopper, Narrow Mouth, Clear, Cap.100ml, NS 14/23, O.D. X Ht.56x100mm",Non Volumetric Glassware,10,170.17
12.180.0250,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Flat Head Glass Stopper, Narrow Mouth, Clear, Cap.250ml, NS 19/26, O.D. X Ht.70x145mm",Non Volumetric Glassware,10,198.95
12.180.0500,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Flat Head Glass Stopper, Narrow Mouth, Clear, Cap.500ml, NS 24/29, O.D. X Ht.86x173mm",Non Volumetric Glassware,10,279.12
12.180.1000,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Flat Head Glass Stopper, Narrow Mouth, Clear, Cap.1000ml, NS 29/32, O.D. X Ht.101x225mm",Non Volumetric Glassware,10,431.98
12.180.2000,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Flat Head Glass Stopper, Narrow Mouth, Clear, Cap.2000ml, NS 29/32, O.D. X Ht.136x260mm",Non Volumetric Glassware,10,698.53
12.181.0100,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.100ml, NS 14/23, O.D. X Ht.56x100mm",Non Volumetric Glassware,10,411.31
12.181.0250,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.250ml, NS 19/26, O.D. X Ht.70x145mm",Non Volumetric Glassware,10,510.54
12.181.0500,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.500ml, NS 24/29, O.D. X Ht.86x173mm",Non Volumetric Glassware,10,647.32
12.181.1000,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.1000ml, NS 29/32, O.D. X Ht.101x225mm",Non Volumetric Glassware,10,947.75
12.181.2000,"Bottle, Reagent, Heavy Duty, Graduated with Interchangeable Glass Stopper, Narrow Mouth, Amber, Cap.2000ml, NS 29/32, O.D. X Ht.136x260mm",Non Volumetric Glassware,10,1475.39
12.108.0010,"Bottle, Reagent, With Screw Cap, Clear, Cap.10**ml, TS GL 25, O.D. X Ht.34x50mm",Non Volumetric Glassware,10,70.60
12.108.0025,"Bottle, Reagent, With Screw Cap, Clear, Cap.25ml, TS GL 25, O.D. X Ht.36x70mm",Non Volumetric Glassware,10,87.44
12.108.0050,"Bottle, Reagent, With Screw Cap, Clear, Cap.50ml, TS GL 32, O.D. X Ht.46x87mm",Non Volumetric Glassware,10,93.54
12.108.0100,"Bottle, Reagent, With Screw Cap, Clear, Cap.100ml, TS GL 45, O.D. X Ht.56x100mm",Non Volumetric Glassware,10,104.57
12.108.0250,"Bottle, Reagent, With Screw Cap, Clear, Cap.250ml, TS GL 45, O.D. X Ht.70x138mm",Non Volumetric Glassware,10,116.88
12.108.0500,"Bottle, Reagent, With Screw Cap, Clear, Cap.500ml, TS GL 45, O.D. X Ht.86x176mm",Non Volumetric Glassware,10,165.10
